Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Total Units Sold BOM,Total Units Sold EOM,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Monthly Sales,Profile Available,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,14040,90,90x156,2/29/2024,,111,29,82,5/8/2026,1.09,0.67,0.50,0.83,1771,3388,2477,359900.00,454900.00,406545.45,5/8/2026,35.41,,,1.00,,,21,25,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/new-palestine/fields-at-sugar-creek,,3b774e9c-1799-43df-b851-251ba248823e,8/1/2025,4,True,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAfPc0000011RtdKAE,Countryside Estates,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,12560,80,80x157,3/7/2025,,61,24,37,5/7/2026,1.70,1.33,2.00,1.92,1566,2733,1980,364990.00,424990.00,391240.00,5/7/2026,,,,,,,3,4,,https://www.ryanhomes.com/new-homes/communities/10222120152824/indiana/avon/countrysideestates?utm_source=buzzbuzzhome&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=countrysideestates,,65165a24-4a72-4082-99af-52d8e6b56648,8/1/2025,1,True,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Maple Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77736,-86.38764
aAf3x000001QNemCAG,The Cove,Fischer Homes,,Active,,,Detached,Single-Family,8970,62;69;75,69x130; 62x130; 75x131,5/19/2023,,151,126,25,5/10/2026,3.49,2.00,2.83,3.08,1683,4069,2643,415990.00,761990.00,568470.00,4/30/2026,42.00,,,1.08,,,97,101,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/883/the-cove/,,d2bfeca0-c09c-43af-acba-696196469ba5,8/1/2025,4,True,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.96309,-85.89215
aAfPc00000163QrKAI,Oberlin/Simplicity,Taylor Morrison,,Active,,,Detached,Single-Family,6000,50,50x120,4/26/2025,,49,28,21,5/5/2026,2.25,3.00,2.17,2.33,1350,2868,2080,298000.00,383000.00,339700.00,5/5/2026,46.00,,,1.00,,,7,9,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/camby/oberlin-at-camby-village,,2b249db9-9860-493a-8685-2f0b7cafc91a,8/1/2025,2,True,Non Active Adult,46113,Camby,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.65344,-86.31662
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,Detached,Single-Family,7750,62;67,62x125; 67x150,5/8/2023,,43,18,25,5/18/2026,0.49,0.33,0.67,0.50,1986,3334,2743,423900.00,527900.00,481000.00,5/22/2026,83.33,,,1.00,,,10,11,(463) 227-0091,https://www.dreeshomes.com/custom-homes/indianapolis/community/trescott/trescott_gardens/,,888e3e5d-b1b5-408c-8e74-d91efcd1c408,8/1/2025,1,True,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAfPc000000wYyzKAE,Hampton Walk/Paired,Fischer Homes,,Active,,,Attached,Townhomes,5040,35;36,36x140; 35x140,8/25/2023,,42,36,6,5/10/2026,1.10,1.00,0.83,1.17,1247,2157,1771,268990.00,324990.00,296240.00,4/29/2026,247.50,,,1.00,,Paired Homes; Townhomes,26,29,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/882/hampton-walk/,,1d67df0c-a50e-48cf-8519-cd795b84c542,8/1/2025,3,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7500,60,60x125,6/10/2022,,157,155,2,5/10/2026,3.26,0.33,1.17,2.58,1613,3198,2345,355995.00,420995.00,392176.82,5/10/2026,,,,0.89,,,136,144,(317) 674-7622,https://www.yourarborhome.com/neighborhoods/indiana/westfield/monon-corner-arbor-series?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=monon-corner-arbor-series,,aaf5cec1-d25d-42f5-b025-4b0dbce7f71d,8/1/2025,8,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAfPc0000019eC9KAI,Peabody Farms West Cottage,Lennar,,Active,,,Detached,Single-Family,5200,40,40x130,5/4/2025,,153,50,103,4/25/2026,4.23,5.67,5.83,,1703,1849,1776,322995.00,323995.00,323495.00,5/25/2026,82.50,,,1.00,,,3,7,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/whitestown/peabody-farms-west,,f7a9b26e-b8c4-4a3d-a0b1-a4cc4b27fb1e,8/1/2025,4,True,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.98811,-86.36139
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Detached,Single-Family,9480,60;65,60x158; 60x145; 65x149,5/15/2021,,205,190,15,4/28/2026,3.16,0.67,1.17,1.83,1816,3170,2561,299990.00,399990.00,352990.00,5/4/2026,53.16,,,1.00,,,176,177,,https://www.beazer.com/indianapolis-IN/indianapolis/crossroads-at-southport?LeadSourceID=20&utm_campaign=22233015807&utm_term=crossroads%20at%20southport&utm_source=google&utm_medium=cpc&medium=tsa&gclsrc=aw.ds&gad_source=1&gad_campaignid=22233015807&gbra,,2e5ef7f1-f87f-472b-ab02-b1a3748f917c,8/1/2025,1,True,Non Active Adult,46259,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Detached,Single-Family,10400,80,80x130,5/4/2024,,152,102,50,5/5/2026,4.20,5.67,4.33,4.33,1855,3382,2662,383990.00,581990.00,488101.11,5/8/2026,,,,,,,63,67,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/brownsburg/auburn-ridge?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,3386d700-0e86-4852-a8bb-453eb581e948,8/1/2025,4,True,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001WTvqCAG,Atwater/ Duplexes,Olthof Homes,,Active,,,Attached,Townhomes,5850,45,45x130,6/6/2022,,94,50,44,5/23/2026,1.04,1.00,0.67,0.50,1515,1532,1524,305500.00,309700.00,307600.00,5/23/2026,184.00,,,0.97,,Paired Homes,44,44,(317) 832-3413,https://www.olthofhomes.com/communities/central-indiana/westfield/atwater,,4b740ea1-1462-4ce4-b271-8b8c0807f948,8/1/2025,0,True,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAfPc0000012R5BKAU,Towns at Union/ TH,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,7056,84,84x84,8/9/2025,,80,20,60,5/25/2026,2.08,3.33,2.50,,2378,2387,2383,376990.00,417035.00,397012.50,5/25/2026,,,,,,Townhomes,0,0,,https://www.pulte.com/homes/indiana/indianapolis/westfield/towns-at-union-211413,,be329a34-575d-4d55-8d6c-f4f4ea6610e9,8/1/2025,0,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Carey Ridge Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03254,-86.12795
aAfPc0000016BrRKAU,Peabody Farms West Venture,Lennar,,Active,,,Detached,Single-Family,6630,51,51x130,5/4/2025,,160,60,100,5/4/2026,4.95,5.67,5.17,4.92,2011,2170,2091,338995.00,351995.00,345495.00,5/19/2026,82.50,,,1.00,,,6,11,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/whitestown/peabody-farms-west,,f7a9b26e-b8c4-4a3d-a0b1-a4cc4b27fb1e,8/1/2025,5,True,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.98811,-86.36139
aAf3x000001WTZ6CAO,Sawyer Walk/Villas,M/I Homes,,Active,,,Attached,Townhomes,8235,45,45x183,11/20/2023,,144,63,81,5/29/2026,2.06,1.67,1.67,1.83,1495,1716,1613,313990.00,333990.00,323323.33,5/29/2026,179.00,,,1.00,,Paired Homes,49,49,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/bargersville/sawyer-walk/series/villas,,89fb98fd-ddff-4334-b0d4-813f648f5e3e,8/1/2025,0,True,Non Active Adult,46106,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAfPc000001DTlBKAW,Marilyn Woods/Classic Collection,David Weekley Homes,,Active,,,Detached,Single-Family,6500,50,50x130,11/1/2024,,29,23,6,5/29/2026,1.21,1.00,0.67,0.50,2087,2087,2087,424990.00,424990.00,424990.00,5/29/2026,,,,2.62,,,16,16,(765) 335-6545,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/noblesville/marilyn-woods-50,,82f4c05c-aa3a-435c-98bf-1afd74a6464c,8/1/2025,0,True,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Harrison Parkway Elementary School; Sand Creek Intermediate School,8; 7,Fishers Junior High School,7,Fishers High School,10,,39.99621,-85.95345
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,11250,75,75x150; 75x136,12/17/2022,,125,124,1,5/25/2026,2.97,2.33,2.17,1.92,1613,3198,2321,269995.00,328995.00,298795.00,5/25/2026,,,,1.04,,,105,107,(317) 842-1875,https://www.yourarborhome.com/neighborhoods/indiana/franklin/westwind-at-cumberland?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=westwind-at-cumberland,,37e13cee-3dc4-4e17-887f-4a1a5a740fd1,8/1/2025,2,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAfPc000000zi49KAA,Flora/TH,Onyx+East,,Active,,,Attached,Townhomes,1120,20,20x56,1/25/2024,,84,17,67,5/13/2026,0.61,1.67,1.17,1.00,1868,2248,2108,424900.00,540000.00,485064.29,5/13/2026,117.00,,,1.00,,Townhomes,6,7,(615) 663-9313,https://www.onyxandeast.com/property/flora/,,6139e1c7-3c40-4cb7-96a1-35dc051816c8,8/1/2025,1,True,Non Active Adult,46290,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAfPc000001T95lKAC,Winterfield/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7200,60;75,60x120; 75x135,4/27/2025,,134,13,121,4/8/2026,1.13,2.67,1.83,1.00,1503,3388,2375,304900.00,444900.00,369650.00,4/8/2026,,,,,,,1,1,(812) 646-9389,http://www.drhorton.com/indiana/indianapolis/franklin/winterfield,,af7ea32e-5e15-42f1-bc83-9b957155ff79,8/1/2025,0,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Needham Elementary School; Custer Baker Intermediate School,7; 7,Franklin Community Middle School,7,Franklin Community High School,6,,39.51567,-86.03785
aAf3x000001QL0CCAW,Courtyards of Fishers,EPCON Communities,,Active,,,Detached,Single-Family,7440,60,60x124,8/14/2023,,50,48,2,5/14/2026,1.44,0.33,0.50,1.25,1588,2587,2076,439900.00,506900.00,473233.33,5/14/2026,175.00,,,1.00,,,41,43,(317) 518-0649,https://www.epconcommunities.com/in/fishers/the-courtyards-of-fishers,,ae002b11-ad40-4ef4-9d48-b5e2c7f88820,8/1/2025,2,True,Non Active Adult,46040,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.95638,-85.87368
aAfPc0000019MldKAE,Courtyards of TowneRun,EPCON Communities,,Active,,,Attached,Townhomes,2800,28,28x100,5/27/2025,,40,9,31,5/28/2026,0.74,1.33,1.33,0.75,1349,1420,1385,374900.00,389900.00,382400.00,5/28/2026,,,,,,Townhomes,0,1,(463) 287-5195,https://www.epconcommunities.com/find-your-home/communities/indiana/indianapolis/hamilton/westfield/the-courtyards-of-townerun,,8af078dc-e907-460f-a01f-c01d14a91a8d,8/1/2025,1,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02155,-86.19552
aAfPc000001FPdRKAW,Parkrose/Paired,Fischer Homes,,Active,,,Attached,Townhomes,4284,34;54,34x126; 54x144,1/11/2025,,38,10,28,5/10/2026,0.62,1.33,0.83,0.67,1247,1247,1247,232990.00,232990.00,232990.00,5/28/2026,,,,,,Paired Homes,1,2,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/925/parkrose/,,c598a82e-add0-4789-8e38-9ae542a1f8c5,8/1/2025,1,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAf3x000001Qev2CAC,Centre Place/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7200,60,60x120,10/1/2023,,154,134,20,5/29/2026,4.15,4.00,2.33,2.00,1272,2904,2019,292900.00,382900.00,340133.33,5/29/2026,40.00,,,1.00,,,109,111,(317) 597-6423,https://www.drhorton.com/indiana/indianapolis/sheridan/centre-place,,873943a1-3981-461e-968d-5c23f69e0d77,8/1/2025,2,True,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Sheridan Community Schools,Sheridan Elementary School,7,Sheridan Middle School,8,Sheridan High School,8,,40.14310,-86.21876
aAfPc0000011TPBKA2,Angilee Gardens,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,9000,75,75x120,5/25/2025,,109,3,106,3/19/2026,0.30,0.67,0.33,,1601,3388,2373,364900.00,479900.00,416500.00,3/19/2026,64.00,,,,,,1,1,(812) 646-9389,http://www.drhorton.com/indiana/indianapolis/lebanon/angilee-gardens,,effec18c-d8ea-4c0b-ace1-79d36e21ec3a,8/1/2025,0,True,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.07566,-86.46148
aAfPc000001PPseKAG,Harper Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,10800,80,80x135,5/10/2025,,29,5,24,5/29/2026,0.39,1.00,0.50,0.33,2278,3182,2727,435900.00,484900.00,455233.33,5/29/2026,,,,,,,0,0,(812) 646-9389,https://www.drhorton.com/indiana/indianapolis/avon/harper-estates,,21f32dc1-4e05-4c5b-a19d-37a4e9bf4951,8/1/2025,0,True,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Maple Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77059,-86.38074
aAfPc000000reB8KAI,Abbott Commons/Venture,Lennar,,Active,,,Detached,Single-Family,6000,48,48x125,12/7/2024,,119,100,19,5/29/2026,5.59,9.00,5.83,6.08,1673,3079,2334,380995.00,456995.00,415195.00,5/29/2026,57.92,4.33,,1.00,,,38,45,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/fishers/abbott-commons/abbott-commons-venture,,e72571f7-cc47-41d5-b083-11f074692e68,8/1/2025,7,True,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98846,-85.89194
aAfPc000000p28VKAQ,Willow Ridge,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,11250,75,75x150,9/1/2024,,68,44,24,5/7/2026,2.16,1.67,1.83,2.00,1801,3310,2531,327995.00,394995.00,358995.00,5/7/2026,,,,,,,28,29,(317) 674-7652,https://silverthornehomes.com/neighborhoods/indiana/new-palestine/willow-ridge,,f949d36e-cb60-4aba-a908-3383f5ea785b,8/1/2025,1,True,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72820,-85.88640
aAf3x000001WdclCAC,Chatham Village/Cottage Collection,David Weekley Homes,,Active,,,Detached,Single-Family,7150,50;55,55x130; 50x130,11/15/2022,,100,83,17,5/9/2026,1.97,2.33,1.83,1.83,2022,2973,2508,619990.00,699990.00,656615.00,5/9/2026,75.00,,,1.10,,,67,69,(317) 669-8637,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/westfield/chatham-village,,07127e3f-bfd3-4692-a991-f57ce54dca26,8/1/2025,2,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08103,-86.13605
aAf3x000001QLLnCAO,Meadows at Belleview,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,8160,68,68x120,2/4/2023,,197,112,85,4/1/2026,2.93,1.33,1.33,3.92,1771,3388,2602,362000.00,473000.00,424587.50,4/1/2026,37.50,,,1.00,,,98,101,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/greenwood/meadows-at-belleview,,82d24d56-1842-4b17-a035-9558948224df,8/1/2025,3,True,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Pleasant Grove Elementary School,8,Center Grove Middle School North,8,Center Grove High School,10,,39.59582,-86.21492
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Detached,Single-Family,17600,110,110x160,5/27/2019,,23,22,1,5/25/2026,0.26,1.33,0.67,0.33,2700,4966,3819,969900.00,1345900.00,1117600.00,5/25/2026,500.00,,,0.80,,,17,17,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,8/1/2025,0,True,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf3x000001ckkUCAQ,Lindley Run/THs,Olthof Homes,,Active,,,Attached,Townhomes,,,,9/30/2020,,237,176,61,5/25/2026,2.57,1.67,3.17,2.67,1394,1394,1394,288530.00,288530.00,288530.00,5/25/2026,154.00,,,,,Townhomes,150,154,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,6b5ed214-c980-478c-955f-e1055992f928,8/1/2025,4,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAfPc000000RV02KAG,Cyntheanne Woods,Taylor Morrison,,Active,,,Detached,Single-Family,3936,41,41x96,2/23/2024,,62,32,30,4/11/2026,1.24,0.67,1.67,1.75,1896,2318,2107,392000.00,422000.00,403666.67,5/2/2026,90.41,,,1.69,,,23,22,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/fishers/cyntheanne-woods,,fe15c7b7-37a6-4781-8071-576e012e68fa,8/1/2025,-1,True,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98344,-85.88072
aAfPc000001LQi5KAG,Beyers Estates/Cornerstone,Lennar,,Active,,,Detached,Single-Family,9000,72,72x125,5/10/2025,,49,24,25,5/16/2026,1.95,4.00,3.17,1.83,2995,3488,3264,475995.00,489995.00,483995.00,5/23/2026,,,,,,,1,1,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/fortville/beyers-estates,,ad326ab6-cc7e-4636-a226-fdb5771954e7,8/1/2025,0,True,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91139,-85.83463
aAfPc000000reB5KAI,Ellis Acres 3 Story TH,Lennar,,Active,,,Attached,Townhomes,1848,21,21x88,12/21/2024,,34,32,2,5/2/2026,1.94,3.00,3.33,2.33,1710,2063,1945,405995.00,453995.00,437661.67,5/2/2026,195.00,,,1.00,,Townhomes,7,8,,https://www.lennar.com/new-homes/indiana/indianapolis/whitestown/ellis-acres/ellis-acres-3-story-th,,b65ca77a-c254-4920-b303-1d81ae55951c,8/1/2025,1,True,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Zionsville Community Schools,Boone Meadow; Zionsville West Middle School,9; 8,Zionsville West Middle School,8,Zionsville Community High School,10,,39.93071,-86.34246
aAfPc000000SpUDKA0,Pebble Brook Crossing,Drees Homes,,Active,,,Detached,Single-Family,9450,70,70x135,9/22/2024,,76,54,22,5/20/2026,2.69,1.00,1.00,1.58,2284,3334,2927,514200.00,621300.00,582422.22,5/20/2026,62.50,,,0.89,,,42,44,(317) 268-2988,https://www.dreeshomes.com/new-homes-indianapolis/noblesville-in/pebble-brook-crossing/pebble-brook-crossing/,,ec18c5c1-f77e-4b48-bd1b-7007645d596d,8/1/2025,2,True,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hazel Dell Elementary School,7,Noblesville West Middle School,9,Noblesville High School,10,,40.06461,-86.08762
aAf3x000001WTYFCA4,Brighton Knoll,Fischer Homes,,Active,,,Detached,Single-Family,12628,77,77x164,2/23/2024,,49,43,6,5/10/2026,1.60,0.67,0.83,1.58,1621,3029,2411,424990.00,532990.00,485240.00,4/14/2026,,,,0.82,,,30,32,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/834/brighton-knoll/,,689c34cb-27fe-4722-964c-8a89cf5dc902,8/1/2025,2,True,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenwood Community Sch Corp,Westwood Elementary School,7,Greenwood Middle School,7,Greenwood Community High School,6,,39.59754,-86.13526
aAfPc000001FoAPKA0,Copperleaf at Finch Creek,Lennar,,Active,,,Detached,Single-Family,8505,63,63x135,7/20/2025,,290,49,241,3/30/2026,5.83,11.00,5.83,,2011,3054,2537,406995.00,474995.00,442395.00,5/25/2026,,,,,,,0,1,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/noblesville/copperleaf-at-finch-creek,,62a4d122-b517-4b94-9600-1a113f0d5be6,8/1/2025,1,True,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.02172,-85.93493
aAf3x000001WTU0CAO,Sawyer Walk,M/I Homes,,Active,,,Detached,Single-Family,9100,70;72,70x130; 72x130,11/20/2023,,273,97,176,5/29/2026,3.17,5.00,5.00,4.42,1603,3382,2670,356990.00,566490.00,462853.64,5/29/2026,103.33,,,1.00,,,48,53,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/bargersville/sawyer-walk?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,22e87b52-552e-42b2-8b9c-e80136bc17ce,8/1/2025,5,True,Non Active Adult,46106,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
