Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,QMI Incentive %age,QMI Incentive Amt.,QMI Incentive Type,Broker Incentive %age,Broker Incentive Amt.,Broker Incentive Type,To Be Built Incentive %age,To Be Built Incentive Amt.,To Be Built Incentive Type,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Avg. List Price,Profile Available,Active Adult,ZIP Code,City,County,County Code,State,CBSA,CBSA Code,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Detached,Single-Family,7420,53;63;65,53x140; 65x130; 63x121,8/25/2023,,170,97,73,5/10/2026,2.95,5.67,3.67,3.00,1730,3517,2554,372990.00,506990.00,432523.33,5/13/2026,3.25,,Fixed Interest Rate,3.00,,Base Price,3.25,,Fixed Interest Rate,247.50,,,1.00,,,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/882/hampton-walk/,,a442f338-47b4-4306-bf3d-cd3dde570bab,12/1/2023,396859,True,Non Active Adult,46055,McCordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7500,60,60x125,6/10/2022,,157,155,2,5/10/2026,3.26,0.33,1.17,2.58,1613,3198,2345,355995.00,420995.00,392176.82,5/10/2026,,2500.00,Fixed Interest Rate,3.00,,Base Price,,2500.00,Fixed Interest Rate,,,,0.89,,,(317) 674-7622,https://www.yourarborhome.com/neighborhoods/indiana/westfield/monon-corner-arbor-series?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=monon-corner-arbor-series,,aaf5cec1-d25d-42f5-b025-4b0dbce7f71d,3/1/2024,376870,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAf3x000001QVVICA4,Carramore,Drees Homes,,Active,,,Detached,Single-Family,10360,65;74,74x140; 65x150,4/15/2023,,82,81,1,5/12/2026,2.17,1.33,1.00,1.00,2284,3334,2863,542900.00,770100.00,606845.45,5/12/2026,3.88,,Financing Benefit,3.00,,Base Price,1.00,,Financing Benefit,50.00,,,,,,(317) 720-2578,https://www.dreeshomes.com/custom-homes/indianapolis/community/carramore/carramore/,,9a964f2f-1213-4b98-b92f-a4ea511263f9,1/1/2026,608600,True,Non Active Adult,46069,Sheridan,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.07796,-86.16111
aAfPc000001DU69KAG,Midland/Terraces TH,Estridge Homes,,Active,,,Attached,Townhomes,3139,43,43x73,7/1/2024,,34,8,26,5/7/2026,0.36,0.33,0.33,0.33,1567,2104,1751,388000.00,467000.00,423300.00,5/7/2026,6.00,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,338.00,,,,,Townhomes,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/the-towns/17477/,,cbf228ce-7b08-4315-928d-5b64f643f137,12/1/2025,511666,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001WTvqCAG,Atwater/ Duplexes,Olthof Homes,,Active,,,Attached,Townhomes,5850,45,45x130,6/6/2022,,94,50,44,5/23/2026,1.04,1.00,0.67,0.50,1515,1532,1524,305500.00,309700.00,307600.00,5/23/2026,,25000.00,Reduced Closing Costs,3.00,,Final Price,,25000.00,Design Credit/Incentive,184.00,,,0.97,,Paired Homes,(317) 832-3413,https://www.olthofhomes.com/communities/central-indiana/westfield/atwater,,4b740ea1-1462-4ce4-b271-8b8c0807f948,1/1/2026,302350,True,Non Active Adult,46069,Sheridan,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAfPc000001DUCbKAO,Midland/Terraces SF,Estridge Homes,,Active,,,Detached,Single-Family,4293,53,53x81,7/1/2024,,21,12,9,5/7/2026,0.54,2.00,1.33,0.75,2040,2040,2040,534000.00,534000.00,534000.00,5/7/2026,6.00,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,338.00,,,,,,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/the-terraces/14711/,,f309aca7-c2a2-4da2-8e5d-680861241151,12/1/2025,534000,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAfPc000000AgnZKAS,Parks at Decatur Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7800,60,60x130,11/28/2023,,62,42,20,5/7/2026,1.42,2.00,2.17,2.17,1771,2904,2338,334900.00,408900.00,375416.67,5/7/2026,3.88,,Fixed Interest Rate,3.00,,Final Price,3.88,,Fixed Interest Rate,50.00,,,1.00,,,(317) 345-4021,https://www.drhorton.com/indiana/indianapolis/camby/parks-at-decatur,,bfaf4785-e2e8-40c3-ab0c-be11be088269,3/1/2025,374000,True,Non Active Adult,46113,Camby,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.63346,-86.29415
aAfPc000001DUCbKAO,Midland/Terraces SF,Estridge Homes,,Active,,,Detached,Single-Family,4293,53,53x81,7/1/2024,,21,12,9,5/7/2026,0.54,2.00,1.33,0.75,2040,2040,2040,534000.00,534000.00,534000.00,5/7/2026,6.00,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,338.00,,,,,,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/the-terraces/14711/,,f309aca7-c2a2-4da2-8e5d-680861241151,10/1/2024,554233,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001WkacCAC,Trescott,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,12000,80,80x150; 80x157,6/10/2023,,281,85,196,5/13/2026,2.40,3.00,2.33,2.00,2323,3300,2934,384990.00,420990.00,402190.00,5/13/2026,4.99,,No Incentives Confirmed,2.00,,Final Price,,50000.00,Financing Benefit,45.00,,,1.08,,,(317) 316-3774,https://www.pulte.com/homes/indiana/indianapolis/plainfield/trescott-211017,,888e3e5d-b1b5-408c-8e74-d91efcd1c408,3/1/2026,402190,True,Non Active Adult,46168,Plainfield,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67374,-86.40810
aAf3x000001WVDTCA4,Townes at Kennedy-King,Onyx+East,,Active,,,Attached,Townhomes,,,,1/22/2022,,36,30,6,5/15/2026,0.57,1.00,0.50,0.25,1300,1688,1489,339900.00,374900.00,359900.00,5/15/2026,4.88,,Fixed Interest Rate,3.00,,Base Price,4.88,,Fixed Interest Rate,,,,1.03,,Townhomes,(317) 559-0169,https://www.onyxandeast.com/property/townes-at-kennedy-king/,,1fe720a2-558c-4067-af59-e2332e9dab00,1/1/2023,373563,True,Non Active Adult,46202,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.79697,-86.14422
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,14040,90,90x156,2/29/2024,,111,29,82,5/8/2026,1.09,0.67,0.50,0.83,1771,3388,2477,359900.00,454900.00,406545.45,5/8/2026,3.50,,Fixed Interest Rate,3.00,,Final Price,3.50,,Fixed Interest Rate,35.41,,,1.00,,,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/new-palestine/fields-at-sugar-creek,,3b774e9c-1799-43df-b851-251ba248823e,2/1/2025,394562,True,Non Active Adult,46163,New Palestine,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAf3x000001QItnCAG,Edgebrook Preserve,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9800,70,70x140,11/18/2022,,94,93,1,5/5/2026,2.21,1.00,2.33,2.33,2001,3310,2565,337995.00,396995.00,358161.67,5/5/2026,,,Financing Benefit,3.00,,Base Price,,,Fixed Interest Rate,41.67,,,1.62,,,(317) 742-6328,https://silverthornehomes.com/neighborhoods/indiana/indianapolis/edgebrook-preserve,,7c08897b-3e07-4968-8c80-856d37db82af,12/1/2022,348995,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68209,-85.98408
aAf3x000001WmIACA0,Belle Crest,Drees Homes,,Active,,,Attached,Townhomes,4945,43,43x115,12/3/2022,,84,56,28,5/7/2026,1.35,3.67,2.67,2.25,1351,1715,1525,344900.00,367900.00,355650.00,5/7/2026,5.99,,Fixed Interest Rate,3.00,,Base Price,5.99,,Fixed Interest Rate,150.00,,,1.00,,Duplex/Duet,(317) 720-2578,https://www.dreeshomes.com/custom-homes/indianapolis/community/belle_crest/belle_crest/,,8cac07dd-cba4-4337-b148-7bd2119e5135,7/1/2025,349400,True,Non Active Adult,46062,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.05909,-86.10203
aAfPc000000EW9hKAG,Manors at Avon/Designer,Fischer Homes,,Active,,,Detached,Single-Family,9563,73,73x131,7/26/2024,,26,24,2,5/10/2026,1.11,0.33,0.83,1.17,2069,3517,2676,465990.00,563990.00,505990.00,5/25/2026,,,Miscellaneous,3.00,,Final Price,3.25,,Miscellaneous,58.33,,,,,,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/909/manors-at-avon/,,befe5766-4e31-4d29-9560-e6776b920d72,9/1/2025,507823,True,Non Active Adult,46123,Avon,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.78371,-86.40136
aAf3x000001Qf83CAC,Hobbs Station,Taylor Morrison,,Active,,,Detached,Single-Family,3720,40,40x93; 40x98; 40x189,9/1/2023,,78,52,26,4/17/2026,1.63,1.33,1.00,2.00,1722,2661,2093,343000.00,380500.00,362357.14,4/17/2026,3.75,,Fixed Interest Rate,3.00,,Base Price,3.75,,Financing Benefit,99.10,,,2.16,,,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/plainfield/hobbs-station,,2425af2a-3561-440e-a89b-fd8504b7cb72,10/1/2024,356375,True,Non Active Adult,46168,Plainfield,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72184,-86.35653
aAf3x000001WmfoCAC,Belmont,M/I Homes,,Active,,,Detached,Single-Family,4000,40;43,40x100; 43x120; 40x120,2/18/2023,,108,107,1,5/22/2026,2.71,2.33,2.00,2.00,2308,2308,2308,354990.00,354990.00,354990.00,5/22/2026,2.88,,Fixed Interest Rate,3.00,,Base Price,,,No Incentives Confirmed,63.00,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/belmont?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,ff0a515e-f218-4246-91d0-65a2ee5aaa90,8/1/2023,329156,True,Non Active Adult,46237,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69270,-86.06347
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Detached,Single-Family,9480,60;65,60x158; 60x145; 65x149,5/15/2021,,205,190,15,4/28/2026,3.16,0.67,1.17,1.83,1816,3170,2561,299990.00,399990.00,352990.00,5/4/2026,,10000.00,Reduced Closing Costs,3.00,,Base Price,,5000.00,Design Credit/Incentive,53.16,,,1.00,,,,https://www.beazer.com/indianapolis-IN/indianapolis/crossroads-at-southport?LeadSourceID=20&utm_campaign=22233015807&utm_term=crossroads%20at%20southport&utm_source=google&utm_medium=cpc&medium=tsa&gclsrc=aw.ds&gad_source=1&gad_campaignid=22233015807&gbra,,2e5ef7f1-f87f-472b-ab02-b1a3748f917c,8/1/2022,382790,True,Non Active Adult,46259,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7200,60,60x120,5/20/2023,,149,132,17,5/15/2026,3.64,6.00,4.67,3.75,1228,3198,2150,239995.00,326995.00,286411.67,5/15/2026,,,Fixed Interest Rate,3.00,,Base Price,,,Fixed Interest Rate,37.50,,,0.92,,,(317) 842-1875,https://yourarborhome.com/neighborhoods/indiana/greenfield/woodfield-pointe,,2f6b5372-41e5-4769-9342-d7d8162cb0be,10/1/2023,277828,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAf3x000001QdBeCAK,Towns at RiverWest,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/1/2024,,104,94,10,2/10/2026,4.80,12.67,9.17,5.58,1883,1980,1932,355970.00,385000.00,370485.00,5/22/2026,4.25,,Fixed Interest Rate,2.00,,Final Price,,,No Incentives Confirmed,291.00,,,1.15,,Townhomes,(317) 799-9091,https://www.pulte.com/homes/indiana/indianapolis/noblesville/towns-at-riverwest-211223,,3bad41f4-fd91-4a2b-81d3-09612bd7285e,2/1/2025,339990,True,Non Active Adult,46062,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.00036,-86.03600
aAf2T000001MrsESAS,Saddlebrook Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,10000,70;80,80x125; 70x125; 80x151,11/21/2020,,263,253,10,4/27/2026,3.84,5.33,6.83,4.33,3062,3388,3225,419900.00,435480.00,427690.00,4/27/2026,,,Fixed Interest Rate,3.00,,Final Price,,6000.00,No Incentives Confirmed,32.50,,,0.90,,,(463) 219-4399,https://www.drhorton.com/indiana/indianapolis/whiteland/saddlebrook-farms,,008836b0-d7ff-408f-a921-d04a3ced1eaf,12/1/2025,389900,True,Non Active Adult,46184,Whiteland,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54910,-86.07253
aAf3x000001QhjwCAC,Saddlebrook Farms North/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,9144,70;72,72x127; 70x126; 70x128,11/4/2023,,221,60,161,5/29/2026,1.93,1.00,0.83,1.17,1503,3388,2442,303900.00,430900.00,366275.00,5/29/2026,3.50,,Fixed Interest Rate,3.00,,Base Price,,20000.00,Design Credit/Incentive,41.67,,,1.00,,,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/whiteland/saddlebrook-farms-north,,74489401-c68c-49a4-8493-4430ae1f5f2e,5/1/2025,382857,True,Non Active Adult,46184,Whiteland,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55071,-86.07083
aAf3x000001WTU0CAO,Sawyer Walk,M/I Homes,,Active,,,Detached,Single-Family,9100,70;72,70x130; 72x130,11/20/2023,,273,97,176,5/29/2026,3.17,5.00,5.00,4.42,1603,3382,2670,356990.00,566490.00,462853.64,5/29/2026,2.88,,Financing Benefit,3.00,,Base Price,,,Design Credit/Incentive,103.33,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/bargersville/sawyer-walk?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,22e87b52-552e-42b2-8b9c-e80136bc17ce,10/1/2025,460037,True,Non Active Adult,46106,Bargersville,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAfPc000001lT7dKAE,The Towns,Estridge Homes,,Active,,,Attached,Townhomes,,,,5/17/2025,,84,7,77,5/7/2026,0.59,1.33,0.83,0.58,1393,2104,1662,379000.00,467000.00,412225.00,5/7/2026,,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,253.00,,,,,Townhomes,(317) 707-6988,https://www.estridgehomes.com/new-homes/in/westfield/midland/9349/,,1ecfa8ad-e0d9-4955-ab4e-fac19abfeb13,9/1/2025,502975,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001WmjKCAS,Sagebrook West/SF,M/I Homes,,Active,,,Detached,Single-Family,11900,70;75,70x170; 70x125; 75x125,9/15/2022,,135,68,67,3/30/2026,1.58,0.67,0.50,1.08,2070,3382,2842,349990.00,512490.00,446061.43,3/30/2026,2.88,,Financing Benefit,3.00,,Base Price,,,No Incentives Confirmed,56.66,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/sagebrook-west?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,5a188e7d-f362-4a90-ad6e-324c81438fc0,1/1/2024,388040,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAf3x000001WTZ6CAO,Sawyer Walk/Villas,M/I Homes,,Active,,,Attached,Townhomes,8235,45,45x183,11/20/2023,,144,63,81,5/29/2026,2.06,1.67,1.67,1.83,1495,1716,1613,313990.00,333990.00,323323.33,5/29/2026,2.88,,Financing Benefit,3.00,,Base Price,,1000.00,Design Credit/Incentive,179.00,,,1.00,,Paired Homes,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/bargersville/sawyer-walk/series/villas,,89fb98fd-ddff-4334-b0d4-813f648f5e3e,2/1/2025,313990,True,Non Active Adult,46106,Bargersville,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Detached,Single-Family,7420,53;63;65,53x140; 65x130; 63x121,8/25/2023,,170,97,73,5/10/2026,2.95,5.67,3.67,3.00,1730,3517,2554,372990.00,506990.00,432523.33,5/13/2026,3.25,,Fixed Interest Rate,3.00,,Base Price,3.25,,Fixed Interest Rate,247.50,,,1.00,,,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/882/hampton-walk/,,a442f338-47b4-4306-bf3d-cd3dde570bab,11/1/2023,396859,True,Non Active Adult,46055,McCordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001WqmWCAS,Nouveau,Onyx+East,,Active,,,Attached,Townhomes,,,,10/29/2022,,16,12,4,5/18/2026,0.28,0.33,0.17,0.42,2093,2329,2211,699990.00,724900.00,712445.00,5/18/2026,,,Fixed Interest Rate,3.00,,Base Price,,,No Incentives Confirmed,200.00,,,1.03,,,(317) 559-0169,https://www.onyxandeast.com/property/nouveau/,,f67bb1af-85f7-4ca6-9a9b-bda67c6ea679,8/1/2024,699900,True,Non Active Adult,46202,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.78382,-86.15265
aAfPc000001ITarKAG,Lindley Ridge at Chatham Hills,Fischer Homes,,Active,,,Detached,Single-Family,12600,90,90x140,11/1/2024,,30,24,6,5/10/2026,1.30,0.67,0.33,1.17,3514,4628,4100,1115990.00,1220990.00,1177323.33,3/17/2026,,,Price Discount/Savings,,,Base Price,,,Price Discount/Savings,,,,,,,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/932/lindley-ridge-at-chatham-hills,,d44b1947-49a1-4f0b-b74d-295a34543362,1/1/2026,1084740,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.09149,-86.13268
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,63;70,63x120; 70x120; 70x157,3/12/2022,,182,117,65,4/29/2026,2.33,1.00,1.33,2.17,1503,2600,1964,302900.00,349900.00,326900.00,4/29/2026,4.75,,Fixed Interest Rate,3.00,,Final Price,3.88,,Fixed Interest Rate,42.00,,,1.37,,,(317) 740-3954,https://www.drhorton.com/indiana/indianapolis/indianapolis/fields-at-new-bethel,,ccff00b4-8116-458b-8ea2-f83db2b3bccd,9/1/2023,351783,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAfPc000000reB9KAI,Abbott Commons/TH,Lennar,,Active,,,Attached,Townhomes,2304,24,24x96,12/7/2024,,170,66,104,5/29/2026,3.69,3.33,2.33,3.58,1706,1793,1750,320995.00,325995.00,323495.00,5/23/2026,1.99,5000.00,Financing Benefit,3.00,,Base Price,1.99,,Financing Benefit,57.92,60.00,,1.00,,Townhomes,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/fishers/abbott-commons/abbott-commons-townhomes,,767a336b-3179-4da2-bad6-35ef1bce783e,7/1/2025,385495,True,Non Active Adult,46037,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98846,-85.89194
aAf3x000001WYwxCAG,Woodfield Pointe,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7200,60,60x120,5/20/2023,,149,132,17,5/15/2026,3.64,6.00,4.67,3.75,1228,3198,2150,239995.00,326995.00,286411.67,5/15/2026,,,Fixed Interest Rate,3.00,,Base Price,,,Fixed Interest Rate,37.50,,,0.92,,,(317) 842-1875,https://yourarborhome.com/neighborhoods/indiana/greenfield/woodfield-pointe,,2f6b5372-41e5-4769-9342-d7d8162cb0be,11/1/2025,286411,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78944,-85.81685
aAfPc000000reB7KAI,Abbott Commons/Heritage,Lennar,,Active,,,Detached,Single-Family,7011,55;57,57x123; 55x128,12/7/2024,,56,53,3,5/28/2026,2.97,3.67,3.83,4.00,1549,2784,2269,379995.00,490995.00,441995.00,5/28/2026,1.99,,Financing Benefit,3.00,,Base Price,1.99,,Financing Benefit,57.92,4.33,,1.00,,,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/fishers/abbott-commons/abbott-commons-heritage,,e72571f7-cc47-41d5-b083-11f074692e68,9/1/2025,533161,True,Non Active Adult,46037,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98846,-85.89194
aAfPc000000AgnZKAS,Parks at Decatur Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7800,60,60x130,11/28/2023,,62,42,20,5/7/2026,1.42,2.00,2.17,2.17,1771,2904,2338,334900.00,408900.00,375416.67,5/7/2026,3.88,,Fixed Interest Rate,3.00,,Final Price,3.88,,Fixed Interest Rate,50.00,,,1.00,,,(317) 345-4021,https://www.drhorton.com/indiana/indianapolis/camby/parks-at-decatur,,bfaf4785-e2e8-40c3-ab0c-be11be088269,7/1/2025,383500,True,Non Active Adult,46113,Camby,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.63346,-86.29415
